Designator,Mid X,Mid Y,Rotation,Layer
C1,141.25,-55.05,90.0,top
D10,142.75,-61.24,270.0,top
D6,135.0,-61.5,270.0,top
D7,138.75,-61.36,270.0,top
D8,144.75,-61.36,270.0,top
D9,140.75,-61.24,270.0,top
LED1,134.75,-56.05,270.0,top
R1,144.0,-55.39,270.0,top
R2,137.5,-58.25,0.0,top
SW1,139.42,-69.25,0.0,top
U1,143.9,-48.9,0.0,top
U2,138.0,-51.0,90.0,top
U3,137.0,-55.5,270.0,top
U4,139.25,-55.5,270.0,top
U5,144.0,-51.0,0.0,top
USB1,139.18,-44.67,180.0,top
